performed_on,recorded_on,cts_field,batch_id,batch_name,cultivar_id,cultivar_name,growth_stage_id,growth_stage_name,work_order_id,work_order,work_order_type_id,work_order_type,work_order_opened_at,work_order_closed_at,total
2022-01-19 22:38:32,2022-01-20 22:38:34,Additions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,569,Vegetative,29748,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-01-19T22:38:32.000Z,2022-01-19T22:38:32.000Z,500
2022-02-28 17:09:32,2022-02-28 17:09:34,Reductions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,569,Vegetative,34849,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-02-28T17:09:32.925Z,2022-02-28T17:09:32.925Z,-500
2022-02-28 17:09:32,2022-02-28 17:09:35,Additions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,662,Flowering,34849,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-02-28T17:09:32.925Z,2022-02-28T17:09:32.925Z,500
2022-03-28 18:31:38,2022-03-31 18:31:40,Reductions - Growth Stage,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,662,Flowering,39243,Space Cake 1 - 2021/11/25 Harvest #1,430,Harvest,2022-03-28T18:25:54.719Z,2022-03-28T18:33:22.979Z,-425
2022-03-28 18:31:38,2022-03-31 18:31:40,Additions - Growth Stage,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,570,Harvested,,,,,,,425
2022-03-31 18:17:44,2022-03-31 18:17:44,Additions - Growth Stage,27815,Orange Tingz,12710,Orange Tingz,569,Vegetative,39239,Orange Tingz Import from Next Wave,334,Plant Import,2022-03-31T18:11:16.820Z,2022-03-31T18:24:03.765Z,500
2022-03-31 18:17:44,2022-03-31 18:17:44,Additions - Plant Batch,27815,Orange Tingz,12710,Orange Tingz,569,Vegetative,39239,Orange Tingz Import from Next Wave,334,Plant Import,2022-03-31T18:11:16.820Z,2022-03-31T18:24:03.765Z,500
2022-04-27 20:40:22,2022-04-28 20:40:24,Reductions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,662,Flowering,42614,Mango Merengue 2 2022-01-17 Harvest #1,430,Harvest,2022-04-27T20:40:13.265Z,,-489
2022-04-27 20:40:22,2022-04-28 20:40:24,Additions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,570,Harvested,,,,,,,104
2022-04-27 20:40:22,2022-04-28 20:40:24,Additions - Growth Stage,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,570,Harvested,,,,,,,385
2021-03-30 20:48:43.071078 +00:00,2021-03-17 20:48:40.000000 +00:00,WO - INPUT,7246,Blue Lime Pi 2,4493,Blue Lime PI,662,Flowering,4236,010820 BLP Harvest #1,430,Harvest,2021-03-17 20:47:49.000000 +00:00,2021-03-17 20:49:25.000000 +00:00,176
2021-07-02 17:24:03.719984 +00:00,2021-06-28 17:24:00.000000 +00:00,WO - INPUT,9697,BLP5 - 03/09/21,4494,Blue Lime Pi,662,Flowering,7892,BLP5 - 03/09/21  Harvest #1,430,Harvest,2021-06-28 17:23:23.000000 +00:00,2021-07-02 17:28:20.578000 +00:00,837
2021-09-08 22:41:22.954086 +00:00,2021-09-08 22:41:20.000000 +00:00,WO - INPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,569,Vegetative,14973,Advance Growth Stage for Blue Lime Pi 9 07/20/21,852,Advance Growth Stage,2021-09-08 22:41:20.000000 +00:00,2021-09-08 22:41:20.000000 +00:00,342
2021-09-08 22:42:57.585355 +00:00,2021-09-08 22:42:55.000000 +00:00,WO - INPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,662,Flowering,14975,Advance Growth Stage for Blue Lime Pi 9 07/20/21,852,Advance Growth Stage,2021-09-08 22:42:55.000000 +00:00,2021-09-08 22:42:55.000000 +00:00,342
2021-09-08 22:43:21.038610 +00:00,2021-09-08 22:43:20.000000 +00:00,WO - INPUT,15528,Black Wine Trials 06/30/21,7866,NN6,569,Vegetative,14976,Advance Growth Stage for Black Wine Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:43:20.000000 +00:00,2021-09-08 22:43:20.000000 +00:00,9
2021-09-08 22:44:41.472804 +00:00,2021-09-08 22:44:38.000000 +00:00,WO - INPUT,15529,Black Hammer Trials 06/30/21,7865,NN5,569,Vegetative,14977,Advance Growth Stage for Black Hammer Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:44:38.000000 +00:00,2021-09-08 22:44:38.000000 +00:00,9
2021-09-08 22:45:15.672439 +00:00,2021-09-08 22:45:14.000000 +00:00,WO - INPUT,15530,Black Do-Lato Trials 06/30/21,7864,NN4,569,Vegetative,14978,Advance Growth Stage for Black Do-Lato Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:45:14.000000 +00:00,2021-09-08 22:45:14.000000 +00:00,17
2021-09-08 22:46:12.052629 +00:00,2021-09-08 22:46:09.000000 +00:00,WO - INPUT,15531,Soul Magic Trials 06/30/21,7863,NN3,569,Vegetative,14979,Advance Growth Stage for Soul Magic Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:46:09.000000 +00:00,2021-09-08 22:46:09.000000 +00:00,5
2021-09-08 22:46:42.020637 +00:00,2021-09-08 22:46:40.000000 +00:00,WO - INPUT,15532,Sour Apple Truffle Trial 06/30/21,7862,NN2,569,Vegetative,14980,Advance Growth Stage for Sour Apple Truffle Trial 06/30/21,852,Advance Growth Stage,2021-09-08 22:46:40.000000 +00:00,2021-09-08 22:46:40.000000 +00:00,9
2021-09-08 22:47:04.768148 +00:00,2021-09-08 22:47:03.000000 +00:00,WO - INPUT,15533,Shaq Fu Trial 06/30/21,7861,NN1,569,Vegetative,14981,Advance Growth Stage for Shaq Fu Trial 06/30/21,852,Advance Growth Stage,2021-09-08 22:47:03.000000 +00:00,2021-09-08 22:47:03.000000 +00:00,10
2021-09-08 22:47:30.442286 +00:00,2021-09-08 22:47:29.000000 +00:00,WO - INPUT,15534,Space Cake Trials 07/06/21,7869,Space Cake,569,Vegetative,14982,Advance Growth Stage for  Space Cake Trials 07/06/21,852,Advance Growth Stage,2021-09-08 22:47:29.000000 +00:00,2021-09-08 22:47:29.000000 +00:00,20
2021-09-21 22:15:11.441490 +00:00,2021-09-21 22:15:07.000000 +00:00,WO - INPUT,16037,Mango Merengue 08/26/21,7907,Mango Merengue,569,Vegetative,16014,Advance Growth Stage for Mango Merengue 08/26/21,852,Advance Growth Stage,2021-09-21 22:15:07.000000 +00:00,2021-09-21 22:15:07.000000 +00:00,504
2021-11-05 17:06:02.902659 +00:00,2021-11-05 17:06:01.000000 +00:00,WO - INPUT,15533,Shaq Fu Trial 06/30/21,7861,NN1,662,Flowering,20962,Shaq Fu Trial 06/30/21 Harvest #1,430,Harvest,2021-11-05 17:05:37.688000 +00:00,2021-11-09 17:47:27.893000 +00:00,10
2021-11-11 20:48:01.930982 +00:00,2021-11-10 16:00:48.000000 +00:00,WO - INPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,662,Flowering,21572,Blue Lime Pi 9 07/20/21 Harvest #1,430,Harvest,2021-11-10 16:00:15.000000 +00:00,2021-11-11 20:50:54.539000 +00:00,342
2021-11-11 20:51:32.460115 +00:00,2021-11-10 18:51:29.000000 +00:00,WO - INPUT,15534,Space Cake Trials 07/06/21,7869,Space Cake,662,Flowering,21573,Space Cake Trials 07/06/21 Harvest #1,430,Harvest,2021-11-10 18:51:15.000000 +00:00,2021-11-11 20:52:01.051000 +00:00,20
2021-11-11 20:52:31.199324 +00:00,2021-11-10 20:52:29.000000 +00:00,WO - INPUT,15532,Sour Apple Truffle Trial 06/30/21,7862,NN2,662,Flowering,21574,Sour Apple Truffle Trial 06/30/21 Harvest #1,430,Harvest,2021-11-10 20:52:16.000000 +00:00,2021-11-11 20:52:54.749000 +00:00,9
2021-11-11 20:53:25.020060 +00:00,2021-11-10 20:53:22.000000 +00:00,WO - INPUT,15531,Soul Magic Trials 06/30/21,7863,NN3,662,Flowering,21575,Soul Magic Trials 06/30/21 Harvest #1,430,Harvest,2021-11-10 20:53:11.000000 +00:00,2021-11-11 20:53:49.124000 +00:00,5
2021-11-11 20:54:24.729890 +00:00,2021-11-10 20:54:23.000000 +00:00,WO - INPUT,15530,Black Do-Lato Trials 06/30/21,7864,NN4,662,Flowering,21576,Black Do-Lato Trials 06/30/21 Harvest #1,430,Harvest,2021-11-10 20:54:15.000000 +00:00,2021-11-11 20:54:47.868000 +00:00,15
2021-11-11 20:55:20.727442 +00:00,2021-11-10 20:55:19.000000 +00:00,WO - INPUT,15529,Black Hammer Trials 06/30/21,7865,NN5,662,Flowering,21577,Black Hammer Trials 06/30/21 Harvest #1,430,Harvest,2021-11-10 20:55:10.000000 +00:00,2021-11-11 20:55:46.229000 +00:00,7
2021-11-11 20:56:11.647408 +00:00,2021-11-10 20:56:10.000000 +00:00,WO - INPUT,15528,Black Wine Trials 06/30/21,7866,NN6,662,Flowering,21578,Black Wine Trials 06/30/21 Harvest #1,430,Harvest,2021-11-10 20:56:00.000000 +00:00,2021-11-12 21:33:41.530000 +00:00,9
2021-11-26 18:28:41.838920 +00:00,2021-11-25 17:28:34.000000 +00:00,WO - INPUT,16037,Mango Merengue 08/26/21,7907,Mango Merengue,662,Flowering,23342,Mango Merengue 08/26/21 Harvest #1,430,Harvest,2021-11-25 17:28:08.000000 +00:00,2021-11-26 00:30:29.000000 +00:00,504
2022-01-20 22:38:34.415850 +00:00,2022-01-19 22:38:32.000000 +00:00,WO - INPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,567,Cutting,29748,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-01-19 22:38:32.000000 +00:00,2022-01-19 22:38:32.000000 +00:00,500
2022-01-21 18:07:36.359486 +00:00,2022-01-19 18:07:33.000000 +00:00,WO - INPUT,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,569,Vegetative,29840,Advance Growth Stage for Space Cake 1 - 2021/11/25,852,Advance Growth Stage,2022-01-19 18:07:33.000000 +00:00,2022-01-19 18:07:33.000000 +00:00,432
2022-02-28 17:09:34.962930 +00:00,2022-02-28 17:09:32.925000 +00:00,WO - INPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,569,Vegetative,34849,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-02-28 17:09:32.925000 +00:00,2022-02-28 17:09:32.925000 +00:00,500
2022-03-31 18:31:40.125422 +00:00,2022-03-28 18:31:38.073000 +00:00,WO - INPUT,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,662,Flowering,39243,Space Cake 1 - 2021/11/25 Harvest #1,430,Harvest,2022-03-28 18:25:54.719000 +00:00,2022-03-28 18:33:22.979000 +00:00,425
2022-04-28 20:40:24.690369 +00:00,2022-04-27 20:40:22.818000 +00:00,WO - INPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,662,Flowering,42614,Mango Merengue 2 2022-01-17 Harvest #1,430,Harvest,2022-04-27 20:40:13.265000 +00:00,,489
2021-01-20 17:37:56.897847 +00:00,2021-01-08 17:37:34.000000 +00:00,WO - OUTPUT,7246,Blue Lime Pi 2,4493,Blue Lime PI,662,Flowering,2459,Jan 8/21 BLP,334,Plant Import,2021-01-20 17:33:15.475000 +00:00,2021-01-20 17:41:36.758000 +00:00,176
2021-04-07 20:27:38.632217 +00:00,2021-04-01 20:27:35.000000 +00:00,WO - OUTPUT,9697,BLP5 - 03/09/21,4494,Blue Lime Pi,569,Vegetative,4457,Plant Material Receival,334,Plant Import,2021-04-01 20:27:12.000000 +00:00,2021-04-01 20:28:10.000000 +00:00,840
2021-08-16 19:36:02.325940 +00:00,2021-08-13 19:35:41.000000 +00:00,WO - OUTPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,569,Vegetative,11904,Recieved 342 Blue Lime Pi 9 from Next Wave 08/13/21,334,Plant Import,2021-08-13 19:35:17.000000 +00:00,2021-08-13 19:37:08.000000 +00:00,342
2021-08-16 19:49:46.341164 +00:00,2021-08-13 19:48:39.000000 +00:00,WO - OUTPUT,15534,Space Cake Trials 07/06/21,7869,Space Cake,569,Vegetative,11917,Recieved 20 Space Cake Clones from Nextwave on 08/13/21,334,Plant Import,2021-08-13 19:47:34.000000 +00:00,2021-08-13 19:51:40.000000 +00:00,20
2021-08-16 19:59:32.739096 +00:00,2021-08-13 19:59:26.000000 +00:00,WO - OUTPUT,15533,Shaq Fu Trial 06/30/21,7861,NN1,569,Vegetative,11922,Recieved 10 NN1 (Shaq-Fu) Clones from Next Wave on 08/13/21,334,Plant Import,2021-08-13 19:59:11.000000 +00:00,2021-08-13 19:59:43.000000 +00:00,10
2021-08-16 20:03:31.735544 +00:00,2021-08-13 20:03:26.000000 +00:00,WO - OUTPUT,15532,Sour Apple Truffle Trial 06/30/21,7862,NN2,569,Vegetative,11924,Recieved 9 NN2 (Sour Apple Truffle) Clones from Next Wave on 08/13/21,334,Plant Import,2021-08-13 20:03:07.000000 +00:00,2021-08-16 20:03:42.757000 +00:00,9
2021-08-16 20:06:42.637616 +00:00,2021-08-13 20:06:36.000000 +00:00,WO - OUTPUT,15531,Soul Magic Trials 06/30/21,7863,NN3,569,Vegetative,11926,Recieved 5 NN3 (Soul Magic ) Clones from Next Wave on 08/13/21,334,Plant Import,2021-08-13 20:06:20.000000 +00:00,2021-08-13 20:06:53.000000 +00:00,5
2021-08-16 20:09:40.733705 +00:00,2021-08-13 20:09:35.000000 +00:00,WO - OUTPUT,15530,Black Do-Lato Trials 06/30/21,7864,NN4,569,Vegetative,11928,Recieved 17 NN4 (Black Dolato) Clones from Nexxt Wave on 08/13/21,334,Plant Import,2021-08-13 20:09:21.000000 +00:00,2021-08-13 20:09:49.000000 +00:00,17
2021-08-16 20:14:08.611850 +00:00,2021-08-13 20:14:03.000000 +00:00,WO - OUTPUT,15529,Black Hammer Trials 06/30/21,7865,NN5,569,Vegetative,11930,Recieved 9 NN5 (Black Hammer) Clones from Next Wave on 08/13/21,334,Plant Import,2021-08-13 20:13:18.000000 +00:00,2021-08-13 20:14:39.000000 +00:00,9
2021-08-16 20:19:17.246529 +00:00,2021-08-13 20:19:12.000000 +00:00,WO - OUTPUT,15528,Black Wine Trials 06/30/21,7866,NN6,569,Vegetative,11933,Recieved 9 NN6 (Black Wine) Clones from Next Wave on 08/13/21,334,Plant Import,2021-08-13 20:18:57.000000 +00:00,2021-08-13 20:19:27.000000 +00:00,9
2021-08-26 19:36:38.728497 +00:00,2021-08-26 19:36:28.000000 +00:00,WO - OUTPUT,16037,Mango Merengue 08/26/21,7907,Mango Merengue,569,Vegetative,13253,Recieved 544 Mango Merengue Clones from Sitka,208,Propagation,2021-08-26 19:36:12.837000 +00:00,2021-08-26 19:36:58.997000 +00:00,544
2021-09-08 22:41:22.954086 +00:00,2021-09-08 22:41:20.000000 +00:00,WO - OUTPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,662,Flowering,14973,Advance Growth Stage for Blue Lime Pi 9 07/20/21,852,Advance Growth Stage,2021-09-08 22:41:20.000000 +00:00,2021-09-08 22:41:20.000000 +00:00,342
2021-09-08 22:42:57.585355 +00:00,2021-09-08 22:42:55.000000 +00:00,WO - OUTPUT,15527,Blue Lime Pi 9 07/20/21 (Zkittlez Glue),4494,Blue Lime Pi,662,Flowering,14975,Advance Growth Stage for Blue Lime Pi 9 07/20/21,852,Advance Growth Stage,2021-09-08 22:42:55.000000 +00:00,2021-09-08 22:42:55.000000 +00:00,342
2021-09-08 22:43:21.038610 +00:00,2021-09-08 22:43:20.000000 +00:00,WO - OUTPUT,15528,Black Wine Trials 06/30/21,7866,NN6,662,Flowering,14976,Advance Growth Stage for Black Wine Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:43:20.000000 +00:00,2021-09-08 22:43:20.000000 +00:00,9
2021-09-08 22:44:41.472804 +00:00,2021-09-08 22:44:38.000000 +00:00,WO - OUTPUT,15529,Black Hammer Trials 06/30/21,7865,NN5,662,Flowering,14977,Advance Growth Stage for Black Hammer Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:44:38.000000 +00:00,2021-09-08 22:44:38.000000 +00:00,9
2021-09-08 22:45:15.672439 +00:00,2021-09-08 22:45:14.000000 +00:00,WO - OUTPUT,15530,Black Do-Lato Trials 06/30/21,7864,NN4,662,Flowering,14978,Advance Growth Stage for Black Do-Lato Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:45:14.000000 +00:00,2021-09-08 22:45:14.000000 +00:00,17
2021-09-08 22:46:12.052629 +00:00,2021-09-08 22:46:09.000000 +00:00,WO - OUTPUT,15531,Soul Magic Trials 06/30/21,7863,NN3,662,Flowering,14979,Advance Growth Stage for Soul Magic Trials 06/30/21,852,Advance Growth Stage,2021-09-08 22:46:09.000000 +00:00,2021-09-08 22:46:09.000000 +00:00,5
2021-09-08 22:46:42.020637 +00:00,2021-09-08 22:46:40.000000 +00:00,WO - OUTPUT,15532,Sour Apple Truffle Trial 06/30/21,7862,NN2,662,Flowering,14980,Advance Growth Stage for Sour Apple Truffle Trial 06/30/21,852,Advance Growth Stage,2021-09-08 22:46:40.000000 +00:00,2021-09-08 22:46:40.000000 +00:00,9
2021-09-08 22:47:04.768148 +00:00,2021-09-08 22:47:03.000000 +00:00,WO - OUTPUT,15533,Shaq Fu Trial 06/30/21,7861,NN1,662,Flowering,14981,Advance Growth Stage for Shaq Fu Trial 06/30/21,852,Advance Growth Stage,2021-09-08 22:47:03.000000 +00:00,2021-09-08 22:47:03.000000 +00:00,10
2021-09-08 22:47:30.442286 +00:00,2021-09-08 22:47:29.000000 +00:00,WO - OUTPUT,15534,Space Cake Trials 07/06/21,7869,Space Cake,662,Flowering,14982,Advance Growth Stage for  Space Cake Trials 07/06/21,852,Advance Growth Stage,2021-09-08 22:47:29.000000 +00:00,2021-09-08 22:47:29.000000 +00:00,20
2021-09-21 22:15:11.441490 +00:00,2021-09-21 22:15:07.000000 +00:00,WO - OUTPUT,16037,Mango Merengue 08/26/21,7907,Mango Merengue,662,Flowering,16014,Advance Growth Stage for Mango Merengue 08/26/21,852,Advance Growth Stage,2021-09-21 22:15:07.000000 +00:00,2021-09-21 22:15:07.000000 +00:00,504
2021-12-21 19:17:23.559707 +00:00,2021-12-21 19:17:15.000000 +00:00,WO - OUTPUT,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,569,Vegetative,26057,Receive Plants,208,Propagation,2021-12-21 19:16:57.411000 +00:00,2021-12-21 19:17:35.011000 +00:00,490
2022-01-17 18:50:11.006888 +00:00,2022-01-17 18:50:09.000000 +00:00,WO - OUTPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,567,Cutting,29142,Mango Merengue Import,334,Plant Import,2022-01-17 18:48:13.120000 +00:00,2022-01-18 18:04:40.516000 +00:00,500
2022-01-20 22:38:34.415850 +00:00,2022-01-19 22:38:32.000000 +00:00,WO - OUTPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,569,Vegetative,29748,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-01-19 22:38:32.000000 +00:00,2022-01-19 22:38:32.000000 +00:00,500
2022-01-21 18:07:36.359486 +00:00,2022-01-19 18:07:33.000000 +00:00,WO - OUTPUT,22162,Space Cake 1 - 2021/11/25,7869,Space Cake,662,Flowering,29840,Advance Growth Stage for Space Cake 1 - 2021/11/25,852,Advance Growth Stage,2022-01-19 18:07:33.000000 +00:00,2022-01-19 18:07:33.000000 +00:00,426
2022-02-28 17:09:34.962930 +00:00,2022-02-28 17:09:32.925000 +00:00,WO - OUTPUT,24430,Mango Merengue 2 2022-01-17,7907,Mango Merengue,662,Flowering,34849,Advance Growth Stage for Mango Merengue 2 2022-01-17,852,Advance Growth Stage,2022-02-28 17:09:32.925000 +00:00,2022-02-28 17:09:32.925000 +00:00,500
2022-03-31 18:17:44.371183 +00:00,2022-03-31 18:17:44.364000 +00:00,WO - OUTPUT,27815,Orange Tingz,12710,Orange Tingz,569,Vegetative,39239,Orange Tingz Import from Next Wave,334,Plant Import,2022-03-31 18:11:16.820000 +00:00,2022-03-31 18:24:03.765000 +00:00,500